#Position (bp)	Coverage
4124013.5	5.581671663013672
1.23720395E7	5.626917155692769
2.06200655E7	5.219980029160917
2.88680915E7	5.600682636063465
3.71161175E7	5.457512743049064
4.53641435E7	5.423139548784158
5.36121695E7	3.6397645933705833
6.18601955E7	2.2099621169962362
7.01082215E7	1.6217253679850185
7.83562475E7	1.8487674505390745
8.66042735E7	2.5270082805267586
9.48522995E7	2.258880852218458
1.031003255E8	1.5725591796146132
1.113483515E8	4.929512103865822
1.195963775E8	2.360383927014779
1.278444035E8	0.08473081922874637
1.360924295E8	0.0
1.443404555E8	2.3326134034980006
1.525884815E8	9.558877845438412
1.608365075E8	5.5254292360378106
1.690845335E8	3.257728576510307
1.773325595E8	3.1502235807695076
1.855805855E8	3.0636796004280296
1.938286115E8	1.3606028884971992
2.020766375E8	5.002563158748529
2.103246635E8	3.3664989659343947
2.185726895E8	2.2756337092050876
2.268207155E8	4.274383713145424
2.350687415E8	3.1490146854532224
2.433167675E8	2.2088070527420745
2.481986015E8	5.898251038173922
2.523226145E8	2.7708548710233996
2.598128195E8	2.3035053478250433
2.680608455E8	2.584715542846252
2.763088715E8	2.570594588329377
2.845568975E8	1.678452395761119
2.928049235E8	2.141039322620952
3.010529495E8	2.203587379574216
3.093009755E8	1.810705252384025
3.175490015E8	3.5129901384888944
3.257970275E8	3.38135561163362
3.340450535E8	1.9190953083804536
3.422930795E8	4.2574573601004655
3.505411055E8	5.464543879953822
3.587891315E8	1.9330459191084024
3.670371575E8	2.9995900837363996
3.752851835E8	3.196999136520666
3.810815205E8	4.3809375455952315
3.852055335E8	6.660643336083818
3.917812355E8	5.686086949774406
4.000292615E8	3.3954124295922443
4.082772875E8	1.1921154225265536
4.165253135E8	2.5106287249821957
4.247733395E8	1.5772673364511702
4.330213655E8	2.9081649354645585
4.412693915E8	6.183646002085832
4.495174175E8	9.776596000061106
4.577654435E8	4.880142351636622
4.660134695E8	1.6406475925269877
4.742614955E8	2.3823725822396775
4.825095215E8	1.8971033796450205
4.907575475E8	2.7244533419269046
4.990055735E8	4.962690830509021
5.072535995E8	3.801954552519597
5.146090395E8	2.739418529337039
5.178906245E8	2.433639698552574
5.187832105E8	4.853684231768175
5.237496515E8	5.99003288786917
5.319976775E8	2.607837438921749
5.402457035E8	2.065173776125342
5.484937295E8	2.6035302265051055
5.567417555E8	1.6926235441061899
5.649897815E8	5.233440946961127
5.732378075E8	9.086298467051389
5.814858335E8	2.069310159788536
5.897338595E8	2.1555378220194745
5.979818855E8	1.8677013142296108
6.062299115E8	1.244766929687176
6.144779375E8	2.863390707061302
6.227259635E8	3.751685312340189
6.309739895E8	4.756851760651579
6.392220155E8	5.866992781060583
6.4728106E8	2.9841581954299476
6.51405073E8	0.0
6.557180675E8	0.0
6.639660935E8	0.01421273405297219
6.722141195E8	2.6637551821490377
6.804621455E8	3.0900329363656227
6.887101715E8	2.218923412705052
6.969581975E8	2.7523466827092933
7.052062235E8	1.6205806092269834
7.134542495E8	0.6090264506925657
7.217022755E8	0.7979152830022602
7.299503015E8	1.5393549923339234
7.381983275E8	0.5498784800144907
7.464463535E8	1.9578569466197124
7.546943795E8	1.8860111498193628
7.62199406E8	3.324869155358297
7.66323419E8	0.0
7.711904315E8	0.0
7.794384575E8	0.039333653894883455
7.876864835E8	6.072392594300745
7.959345095E8	1.6415407759383882
8.041825355E8	1.7542209493520025
8.124305615E8	2.0496261772210707
8.206785875E8	2.526182870907536
8.289266135E8	3.404913490815863
8.371746395E8	4.6990730873059805
8.454226655E8	2.190590087858598
8.536706915E8	2.284955212313831
8.619187175E8	3.021892995972612
8.69333434E8	6.283053152616151
8.72724992E8	1.1597945555230555
8.72931433E8	4.624284354533961
8.731340445E8	1.2001545993300695
8.73326804E8	2.880513294580324
8.73441596E8	3.1683851502033322
8.73480431E8	3.293945139678928
8.735866135E8	1.0473988773797813
8.73694888E8	1.4344177964745422
8.74003757E8	0.0
8.784147695E8	1.3821488923531522E-5
8.866627955E8	0.002058795643951656
8.949108215E8	1.3790585771674337
9.031588475E8	1.4999211932649097
9.114068735E8	4.347091049422007
9.196548995E8	6.493322038509578
9.279029255E8	3.312633350088858
9.361509515E8	4.383638339646359
9.443989775E8	3.9604066476027113
9.526470035E8	4.511487839635811
9.608950295E8	4.084224879989467
9.691430555E8	1.4876528032283118
9.744875075E8	3.967467444091839
9.759320705E8	0.9173694026521033
9.788356445E8	12.272911231782642
9.856391075E8	2.182281796880854
9.938871335E8	3.350498652647312
1.0021351595E9	4.767025467669476
1.0103831855E9	3.8450468027137643
1.0186312115E9	0.18414587926856682
1.0268792375E9	2.832140078122935
1.0351272635E9	3.481101174996296
1.0433752895E9	5.927410752584922
1.0516233155E9	3.17556091603009
1.0598713415E9	3.035383860332157
1.065244947E9	9.12678893319222
1.067430919E9	0.7089235721200645
1.0703053395E9	5.759883304842364
1.0763673935E9	8.7372901103852
1.0846154195E9	4.824833117645362
1.0928634455E9	2.0061401358337134
1.1011114715E9	5.131753585645826
1.1093594975E9	8.590659389289025
1.1176075235E9	4.80882359003233
1.1258555495E9	3.6623388432577686
1.1341035755E9	5.2086597447680205
1.1423516015E9	5.273824427808544
1.149050177E9	8.280525331973879
1.151717535E9	0.6212531857687065
1.15195075E9	0.9061668785318279
1.152147445E9	0.5337047205266946
1.1534636805E9	1.9676739737769453
1.1588476535E9	2.750452653762246
1.1670956795E9	1.6983223622233974
1.1753437055E9	2.2566092783897624
1.1835917315E9	1.9707549418491164
1.1918397575E9	1.1384418526323754
1.2000877835E9	2.512132357487719
1.2083358095E9	1.9895476808632757
1.2165838355E9	1.6063055572327245
1.2248318615E9	1.4225400113918167
1.23076644E9	2.183000007456234
1.234890453E9	10.550253463715947
1.2413279135E9	11.12033836944743
1.2495759395E9	9.081749378578584
1.2578239655E9	1.689676172213812
1.2660719915E9	5.77424962045464
1.2743200175E9	10.325005643774643
1.2825680435E9	11.07253735621105
1.288943339E9	9.955461164913777
1.291282149E9	1.0829225100682642
1.2913856925E9	0.7579295704295704
1.2914655495E9	2.4661346156858444
1.2915628205E9	1.6549506431349088
1.2916163385E9	0.4252041019514138
1.2916575315E9	1.6097844112769486
1.291766658E9	1.984929818283033
1.291875052E9	8.117486808197325
1.291916283E9	1.9621497231344536
1.293438612E9	1.8868056348759432
1.2990640955E9	2.321386111052511
1.3073121215E9	1.547486877466196
1.3155601475E9	4.817915826162527
1.3238081735E9	2.7942655612385314
1.3320561995E9	3.1076298741056343
1.3403042255E9	1.9482780485900506
1.3485522515E9	1.8009170921624156
1.3568002775E9	2.61353528710991
1.3650483035E9	3.9911668561665543
1.3732963295E9	1.2520872266891496
1.3815443555E9	2.401851788537039
1.3897923815E9	3.9077661733850015
1.3980404075E9	2.1120940937868045
1.4062884335E9	2.260497238975726
1.4145364595E9	1.5908727736794235
1.4227844855E9	2.947832487433963
1.4310325115E9	1.801419394167768
1.4392805375E9	1.2541652996729156
1.4475285635E9	2.3405337228568386
1.4557765895E9	2.846448228945932
1.4640246155E9	3.27562873831872
1.4722726415E9	4.870215249078992
1.4805206675E9	2.3257423048860417
1.4887686935E9	2.273592008560594
1.4970167195E9	3.478200359698187
1.5052647455E9	2.303540144029614
1.5135127715E9	4.37979232849169
1.5217607975E9	4.269500726598097
1.5300077405E9	4.207565614744854
1.5341317535E9	0.0
1.5382568495E9	3.965853162926499
1.5465048755E9	1.5661655285761709
1.5547529015E9	2.5419109978557293
1.5630009275E9	2.58872025864128
1.5712489535E9	5.0401123856787065
1.5794969795E9	4.639047815804655
1.5877450055E9	2.6367398696366866
1.595221928E9	5.424949137458079
1.599345941E9	0.0
1.6042410575E9	1.1754670753947671
1.6124890835E9	1.2248142767736183
1.6207371095E9	0.739661465664633
1.6289851355E9	2.8374950563928873
1.6372331615E9	3.244923936951702
1.6433209975E9	6.3640725258844615
1.6474450105E9	8.79552261606618E-6
1.6537292135E9	0.26746278442866206
1.6619772395E9	3.4081499015643257
1.6702252655E9	4.619844190597847
1.6784732915E9	5.198770348202103
1.6867213175E9	6.378916361320878
1.6934743095E9	5.495826706869853
1.6961786655E9	2.0700279926237446
1.696274814E9	4.0645114700430875
1.6963854715E9	16.547960750283693
1.6965578825E9	2.964168433807937
1.696661813E9	1.3198243442106001
1.6967741785E9	0.576330255057168
1.6969170575E9	0.18678133246017836
1.697018664E9	0.09946163522012579
1.697105344E9	0.07681286747313644
1.697223072E9	0.08702491469056363
1.697380707E9	0.12696441459307278
1.6982754815E9	1.3618022313923277
1.7032173695E9	2.320085436200128
1.7114653955E9	3.9805842028141036
1.7197134215E9	1.2850621469912922
1.7279614475E9	1.8558496299599443
1.7362094735E9	3.8479037287224847
1.7444574995E9	8.16012570765417
1.7527055255E9	5.757244824397983
1.7609535515E9	1.5682257791136933
1.7692015775E9	1.6041220044650684
1.7774496035E9	0.7148218252464287
1.7856976295E9	0.6547943714047458
1.7939456555E9	1.6343146832951303
1.8021936815E9	1.9780717228582936
1.8104417075E9	2.4261936128717343
1.8186897335E9	4.06283988435536
1.8269377595E9	4.2953266636162395
1.8351857855E9	2.7305151559900516
1.8434338115E9	2.087943466715551
1.8516818375E9	2.307709262798153
1.8599298635E9	1.2527014342583305
1.8681778895E9	2.086367453254876
1.8764259155E9	1.4461780309615901
1.8846739415E9	3.803382894282826
1.89227556E9	3.299867969497978
1.895830864E9	1.1878157235982676
1.8964772715E9	8.440221624767675
1.9011699935E9	4.896004207552207
1.9094180195E9	1.8370977492069012
1.9176660455E9	1.5958004982040552
1.9259140715E9	0.741420068268456
1.9341620975E9	2.5921151315478395
1.9424101235E9	1.826624091631137
1.9506581495E9	2.083581089584344
1.9589061755E9	0.5944476896653818
1.9671542015E9	2.834959176898812
1.9754022275E9	3.076339356835199
1.9836502535E9	2.4641321450732576
1.9918982795E9	1.668167268143917
2.0001463055E9	1.812411115095903
2.0083943315E9	2.152301532512143
2.0166423575E9	2.3477010135516063
2.0248903835E9	1.30117133481393
2.0331384095E9	1.3404986841700062
2.0413864355E9	1.81245076094571
2.0496344615E9	2.2172798679344607
2.0578824875E9	1.5330894931708507
2.0661305135E9	1.405889239437412
2.0743785395E9	0.8616648395628239
2.082312835E9	2.8306080979559916
2.086227972E9	0.9188303792398037
2.0865417025E9	5.574386238725368
2.0908745915E9	2.4463001207804145
2.0991226175E9	1.9433009789251392
2.1073706435E9	0.6422386398878956
2.1156186695E9	1.2222856717473976
2.1238666955E9	3.362467334608305
2.1321147215E9	0.9777817140731613
2.1403627475E9	1.9710556198537685
2.1486107735E9	1.8133709811293028
2.1568587995E9	1.831968643163831
2.1651068255E9	3.2046640008166802
2.1733548515E9	1.4577132758795863
2.1816028775E9	1.8832403050135875
2.1898509035E9	0.7871579211801709
2.1980989295E9	1.9353764161267193
2.2063469555E9	1.4893672740604842
2.2145949815E9	2.0749372031562463
2.2228430075E9	4.416939883555168
2.2310910335E9	4.6817035979275525
2.2393390595E9	3.575990909824969
2.2475870855E9	1.8493513478255281
2.2558351115E9	2.352999735936817
2.263915105E9	4.89051563828487
2.26791743E9	0.24161443105438618
2.2680854625E9	0.8453421865755045
2.2723311635E9	2.600093282926121
2.2805791895E9	2.0323955089375323
2.2888272155E9	1.8427206703761603
2.2970752415E9	3.5068951043558787
2.3053232675E9	4.702684739354605
2.3135712935E9	4.916434793003805
2.3218193195E9	3.1706277356545676
2.3300673455E9	0.8862269590323794
2.3383153715E9	1.6619033451155465
2.3465633975E9	1.514700123399223
2.3548114235E9	2.760658368438703
2.3630594495E9	0.799893453294158
2.3713074755E9	1.7446844857181585
2.3795555015E9	2.6008796529011913
2.3878035275E9	2.0187961337658247
2.3960515535E9	2.192219326175742
2.4042995795E9	2.676213435796638
2.4125476055E9	2.1148080765021837
2.4207956315E9	2.982844379976494
2.4290436575E9	2.927296664680737
2.435968712E9	2.9121642788941187
2.440092725E9	5.603739385164382
2.4455397095E9	3.331960883731453
2.4537877355E9	1.6194189979517524
2.4620357615E9	2.571025600549756
2.4702837875E9	2.520317103753068
2.4785318135E9	2.2938931084843817
2.4867798395E9	3.2564258405586983
2.4950278655E9	1.3674811403358815
2.5032758915E9	1.7383639430816538
2.5115239175E9	3.293276233610321
2.5197719435E9	1.8707596217567695
2.5280199695E9	2.5006836787371913
2.5362679955E9	6.992320101803752
2.5445160215E9	3.4856901518011703
2.5527640475E9	1.7739011734444097
2.5610120735E9	1.6881319239294348
2.5692600995E9	3.4611554328272
2.5775081255E9	3.6482909971428317
2.5857561515E9	3.593690781285122
2.5939979455E9	3.1411466515582056
2.5981219585E9	0.0
2.6022522035E9	1.2970092480309834
2.6105002295E9	1.1450276708633071
2.6187482555E9	3.687688181390311
2.6269962815E9	3.096887667424909
2.6352443075E9	2.240242210681683
2.6434923335E9	2.227883011038035
2.6517403595E9	1.7502931004339706
2.6599883855E9	1.4493239958263953
2.6682364115E9	2.4158111286264132
2.6764844375E9	1.3970283313849883
2.6847324635E9	1.3912053623497307
2.6929804895E9	2.293697425299096
2.7012285155E9	2.409139956639322
2.7094765415E9	1.3329565158984706
2.7177245675E9	2.134640215731619
2.7259725935E9	1.4966381046810473
2.7342206195E9	1.9010087989538345
2.7407994975E9	7.082758726039925
2.7449235105E9	2.3781767704241923
2.7507166715E9	1.7773724282634416
2.7589646975E9	2.013811789633059
2.7672127235E9	1.564747492309069
2.7754607495E9	4.216838792700217
2.7837087755E9	1.5709555231760908
2.7919568015E9	0.017809837165886723
