#Position (bp)	insert size
2.6847324635E9	165.40218656321636
2.6929804895E9	166.54126702063886
2.7012285155E9	493.91962211079857
2.7094765415E9	165.5734180712904
2.7177245675E9	167.26215802849617
2.7259725935E9	165.48525768290483
2.7342206195E9	165.75772996151164
2.7407994975E9	166.1276616805343
2.7449235105E9	2296.6987567332976
2.7507166715E9	3001.313017898575
2.7589646975E9	2345.949612922889
2.7672127235E9	166.6184429445927
2.7754607495E9	196.75757911042265
2.7837087755E9	2128.1564147077684
2.7919568015E9	151.15950069348128
2.8002048275E9	161.77047289504037
2.8084528535E9	195.61225875059392
2.8167008795E9	166.71810517441247
2.8249489055E9	167.82037966067512
2.8331969315E9	511.7069708153863
2.8414449575E9	185.693399750934
2.8496929835E9	167.0574876146564
2.8579410095E9	166.9472725166969
2.8661890355E9	231.94317221899584
2.8744370615E9	166.83659799206845
2.880105077E9	165.64115375115082
2.8816691105E9	171.49295774647888
2.8817081685E9	169.31451612903226
2.881815618E9	166.16796047988709
2.8819235655E9	173.36536312849162
2.8821203125E9	166.17409792248816
2.88242567E9	168.68628762541806
2.8826085695E9	158.32835820895522
2.882755976E9	161.23393316195373
2.882939838E9	167.45878623188406
2.8830861915E9	167.73211190888833
2.8833246155E9	166.67953667953668
2.8835330345E9	158.19540229885058
2.8840139925E9	166.74324146116314
2.884682622E9	165.47588908981314
2.8849783395E9	168.62515018021625
2.8851293765E9	158.48852459016393
2.88523294E9	168.2304609218437
2.885380196E9	165.19604233778188
2.8855523165E9	167.37410501193318
2.8856843195E9	164.19614147909968
2.885822535E9	161.52166934189407
2.885958065E9	163.1654135338346
2.886082272E9	152.83333333333334
2.886192519E9	165.98994974874373
2.886295634E9	168.8285891089109
2.88640561E9	170.29276827371694
2.8865546035E9	164.57401912298056
2.8867224755E9	165.87533156498674
2.8868061825E9	174.63636363636363
2.886892758E9	170.90619765494137
2.887031009E9	166.03703703703704
2.8871976565E9	167.48337028824832
2.887400046E9	166.76485461441214
2.887577206E9	170.02391696750902
2.8877881565E9	161.54430379746836
2.8879687995E9	168.12287334593572
2.8881279725E9	167.63661078386951
2.888311843E9	168.83209647495363
2.8884852595E9	166.61146496815286
2.8886875845E9	151.7420634920635
2.888985801E9	152.51046025104603
2.889229866E9	156.64912280701753
2.8895790755E9	166.933219470538
2.889951796E9	155.3125
2.8901135465E9	168.97060240963856
2.8902557705E9	156.92857142857142
2.8904186985E9	162.50948509485096
2.8906437185E9	157.75324675324674
2.8908288345E9	165.3671497584541
2.890981424E9	164.75850938967136
2.8911688005E9	165.99908696644601
2.8913080195E9	167.58064516129033
2.8914628095E9	162.81025641025641
2.8916585145E9	168.81559633027524
2.8925472575E9	167.9879018320083
2.893404342E9	160.31034482758622
2.8935413165E9	158.5801526717557
2.8937144E9	156.21014492753622
2.8938670755E9	169.38362989323844
2.894495074E9	167.23989755264657
2.896831261E9	168.00272515785974
2.8986932995E9	163.28727272727272
2.8988572775E9	157.52991452991452
2.8989957195E9	165.64882943143812
2.8994933275E9	166.81208316987053
2.89996607E9	159.96835443037975
2.900096484E9	157.34767025089604
2.9002881635E9	168.53396311291047
2.9005228225E9	168.10062550992657
2.9007376895E9	162.7020202020202
2.9009214585E9	165.28364905284147
2.9011053345E9	170.6140625
2.901244009E9	167.4362307067425
2.9018593855E9	169.17143678987486
2.902550898E9	167.20727848101265
2.9027498425E9	150.71733333333333
2.9029180535E9	165.34739454094293
2.9030958505E9	161.43100189035917
2.903236903E9	157.34323432343234
2.903378271E9	162.35059760956176
2.9035976075E9	161.98305084745763
2.9042365785E9	165.54112308564947
2.9048794465E9	170.1376875551633
2.9053418075E9	166.0514387573211
2.9057249595E9	164.51898734177215
2.905983073E9	157.8651026392962
2.906237048E9	165.50948699929725
2.9063221355E9	168.66486486486485
2.906419947E9	165.10243350311262
2.906652359E9	165.6092670471613
2.9068714015E9	165.2867746288799
2.9070190175E9	163.3975155279503
2.907136287E9	168.91946992864425
2.9072577055E9	166.72712680577848
2.9073733645E9	168.11486486486487
2.9076229215E9	165.6196101594802
2.9079320895E9	166.08609271523179
2.9081124645E9	164.65895953757226
2.9083581135E9	167.16145994432415
2.908607172E9	166.4462454515382
2.908806396E9	165.99930706790735
2.9090000085E9	165.5441176470588
2.909237002E9	167.52888249055246
2.909487479E9	169.1508060322413
2.909666712E9	160.19642857142858
2.9098444145E9	170.56476683937825
2.910040618E9	168.63937621832358
2.910170176E9	166.51381215469613
2.910297114E9	163.40097799511003
2.910473855E9	165.36518771331058
2.910761647E9	167.95114368198978
2.9109858275E9	162.11750599520383
2.9110662745E9	158.60504201680672
2.911245746E9	167.86023341873042
2.9114494045E9	165.68512110726644
2.911543586E9	162.72222222222223
2.9116129135E9	168.5185185185185
2.9117490855E9	168.4490616621984
2.9118852715E9	167.70566239316238
2.91203718E9	157.66844919786095
2.91216737E9	167.46227477477478
2.9122334675E9	153.21238938053096
2.9123573765E9	165.45505617977528
2.9125433715E9	167.79658385093168
2.9126854405E9	149.96039603960395
2.9128219235E9	150.11111111111111
2.913059947E9	164.8501827040195
2.913232047E9	161.8556338028169
2.9134117735E9	165.8939494680851
2.914328412E9	167.15894592207283
2.915174319E9	164.5525238744884
2.915940367E9	168.52127857968745
2.916855563E9	166.820806371329
2.9172265895E9	169.94560878243513
2.9175218075E9	167.87360912981455
2.917833762E9	167.3145290047898
2.918104484E9	166.2650462962963
2.918421329E9	166.07807933194155
2.9188311555E9	168.2513673655424
2.919113692E9	164.57997399219767
2.9192127795E9	162.82857142857142
2.919361199E9	166.07208409811446
2.919639416E9	167.7944966910484
2.920969266E9	166.973880742913
2.9222335585E9	167.75045372050818
2.9223746255E9	169.1993006993007
2.922607307E9	162.73556395035078
2.922990831E9	167.15349887133183
2.9232848535E9	165.74229222520108
2.9248217345E9	167.3900130027146
2.926399337E9	168.01398954997472
2.926573575E9	171.32916666666668
2.926675323E9	169.719046063378
2.9273955645E9	163.0365302869288
2.9283065605E9	166.5236301369863
2.928675888E9	155.81005586592178
2.928905799E9	157.85046728971963
2.929078094E9	159.00552486187846
2.929177585E9	162.20143884892087
2.929312155E9	166.31450948062655
2.929457484E9	143.51136363636363
2.929658268E9	162.6076817558299
2.929885578E9	157.1937172774869
2.9300671115E9	168.3835085777532
2.9302185265E9	159.4020618556701
2.9303547775E9	164.8009708737864
2.930518526E9	164.85587044534412
2.930682299E9	166.03621495327104
2.9307971655E9	164.94221218961624
2.930854517E9	163.60485558811217
2.93107383E9	166.86736537766535
2.9313517695E9	167.3746192893401
2.9315308925E9	165.26447368421051
2.9317028365E9	165.82836495031617
2.9318023465E9	164.84100418410043
2.9319408055E9	169.60402684563758
2.9325515445E9	167.33282003901036
2.9331095955E9	163.9261744966443
2.9332331755E9	167.80358705161854
2.933321893E9	164.86320346320346
2.93344294E9	167.41553067185978
2.933566615E9	149.88524590163934
2.933681945E9	163.29192546583852
2.9338372665E9	162.7284263959391
2.934009815E9	157.45197740112994
2.93414774E9	169.84827586206896
2.934243411E9	167.60838323353295
2.9343431015E9	165.7412723041117
2.9345144045E9	169.8165154264973
2.9347374925E9	166.3497975708502
2.934982691E9	166.98095973240706
2.9352665915E9	166.19422998780982
2.93544909E9	165.3266452648475
2.9355482175E9	161.45518453427064
2.935678085E9	166.969064191802
2.935901925E9	163.55405405405406
2.9361164625E9	167.68559837728193
2.936242911E9	169.40281690140844
2.9363673145E9	171.95145631067962
2.936522572E9	167.27611940298507
2.936686298E9	173.95150115473442
2.936850338E9	169.54621848739495
2.937037971E9	171.68639053254438
2.9372448465E9	170.80103806228374
2.9374273685E9	172.2348336594912
2.9375904835E9	169.07299270072994
2.937768082E9	165.16869918699186
2.9379456715E9	168.81466395112017
2.9381121175E9	169.55363599839293
2.9383003025E9	160.34237605238542
2.9384879905E9	163.18156424581005
2.9386500475E9	168.343248066627
2.938920769E9	163.93460925039872
2.9396822515E9	169.27012367107832
2.940319939E9	165.76636171710064
2.94246535E9	168.61445928354468
2.9448629825E9	168.6054386194274
2.945276117E9	160.981981981982
2.945440031E9	158.83680555555554
2.945667854E9	165.1530944625407
2.945880553E9	169.37686486486487
2.946041221E9	164.35846153846154
2.946434708E9	171.9815005138746
2.9468190745E9	167.64429530201343
2.9494979735E9	167.23401701941958
2.952147541E9	162.30653266331657
2.952294951E9	167.5920427553444
2.9525364005E9	167.79493424257186
2.9527433355E9	165.4142480211082
2.9527903395E9	154.0
2.9535019345E9	169.2417947141979
2.954297591E9	159.49049429657794
2.9544634765E9	161.2308457711443
2.9549070915E9	168.01484798491634
2.955308858E9	166.83666666666667
2.955482869E9	164.0462962962963
2.9557224705E9	168.18924731182796
2.9559104E9	174.95892857142857
2.9560879905E9	169.77546777546777
2.9562757145E9	166.41682242990655
2.956432736E9	170.01677852348993
2.956579642E9	169.38319672131146
2.956763995E9	172.64383561643837
2.9570041095E9	170.7879746835443
2.957239189E9	169.94010416666666
2.9574278325E9	168.21780303030303
2.9576057785E9	167.89905362776025
2.957966948E9	165.37951807228916
2.959643091E9	168.36380867432266
2.9619454965E9	167.24784663633554
2.9629642995E9	167.60474934036938
2.9631882465E9	167.90669539277428
2.9638297045E9	166.81371237458194
2.964449908E9	167.75988497483826
2.964631061E9	165.50455373406194
2.964824549E9	164.28280542986425
2.9650100095E9	168.9840182648402
2.9652029495E9	167.66123188405797
2.965396084E9	162.77702702702703
2.965570043E9	170.89820359281438
2.9657404625E9	168.61274509803923
2.967555776E9	169.83808263080888
2.9698945975E9	169.13168565360107
2.971045755E9	166.7119073470865
2.971690351E9	167.96468857282983
2.974202933E9	167.9776481285043
2.977077113E9	168.788876276958
2.977610308E9	164.03370786516854
2.9777653145E9	167.53719420868697
2.9801505935E9	167.5608521773477
2.982955129E9	166.86730024639212
2.983539274E9	167.65188679245284
2.984703745E9	168.3634563990894
2.9871683795E9	166.69750048440224
2.9890448965E9	168.59940292937773
2.9895768225E9	165.9549902152642
2.990013438E9	167.02768920959892
2.9909450775E9	168.067097008819
2.991486762E9	170.92542735042736
2.9914961835E9	181.5
2.991498403E9	0.0
2.9915004565E9	206.0
2.9915021635E9	164.0
2.9915136375E9	185.0
2.9915265835E9	178.57142857142858
2.991529392E9	177.42857142857142
2.9915307145E9	100.0
2.9915325745E9	110.0
2.9915342115E9	137.5
2.99154091E9	195.4
2.9915659545E9	180.0
2.991585389E9	145.0
2.9915873015E9	144.33333333333334
2.991589869E9	154.0
2.991591628E9	0.0
2.991593215E9	0.0
2.991595448E9	139.25
2.9915976785E9	0.0
2.99159977E9	185.0
2.991601514E9	127.0
2.991602727E9	0.0
2.9916041595E9	240.5
2.991605782E9	160.0
2.991802493E9	197.26112981668538
2.99199914E9	128.98181818181817
2.9920006435E9	137.77777777777777
2.9920034905E9	141.5625
2.992051942E9	138.88970588235293
2.992154686E9	163.03571428571428
2.992212966E9	206.8
2.992216201E9	149.85714285714286
2.9922185675E9	162.0
2.9922208195E9	141.42857142857142
2.992222888E9	158.53846153846155
2.9922245135E9	138.66666666666666
2.992236508E9	157.59375
2.9923169155E9	150.8
2.9923888155E9	144.5
2.992395716E9	153.28571428571428
2.99240296E9	155.33333333333334
2.992408817E9	152.26666666666668
2.99241312E9	141.35714285714286
2.992415696E9	0.0
2.992418137E9	0.0
2.9924207125E9	187.0
2.992422293E9	102.66666666666667
2.992468444E9	153.3548387096774
2.9925146995E9	171.25
2.9925161E9	125.0
2.9925175995E9	149.25
2.992519784E9	171.0
2.992522045E9	171.33333333333334
2.9925263445E9	174.95
2.992545384E9	137.38095238095238
2.9925831375E9	142.18571428571428
2.992607717E9	144.22222222222223
2.992612316E9	169.66666666666666
2.9926178245E9	151.73333333333332
2.9926241555E9	175.9090909090909
2.992628755E9	152.75
2.9926331735E9	138.03225806451613
2.9926368975E9	161.9268292682927
2.9926382435E9	154.33333333333334
2.9926394475E9	180.33333333333334
2.992641481E9	128.88235294117646
2.9926433545E9	144.33333333333334
2.9926445925E9	122.5
2.9926460205E9	162.875
2.9926472475E9	127.25
2.992648321E9	121.37254901960785
2.992649783E9	170.33333333333334
2.992652112E9	126.5
2.9926553045E9	171.0
2.9926612295E9	118.33333333333333
2.9926659135E9	0.0
2.99266696E9	0.0
2.9926681315E9	0.0
2.992669974E9	0.0
2.992671936E9	98.0
2.992673276E9	0.0
2.9926747875E9	0.0
2.9926763355E9	0.0
2.9926774285E9	196.0
2.9926788075E9	0.0
2.9926804435E9	111.0
2.9926820605E9	0.0
2.9926835895E9	0.0
2.9926850725E9	0.0
2.992686387E9	0.0
2.9926878375E9	0.0
2.9926892975E9	0.0
2.9926919E9	258.0
2.9926945755E9	175.0
2.9926964715E9	106.0
2.9926986245E9	0.0
2.992700175E9	0.0
2.9927020895E9	145.5
2.992704681E9	0.0
2.9927100795E9	157.2
2.9927178965E9	157.0
2.9928131655E9	161.5075
2.9929942125E9	165.88910256410256
2.9931647125E9	160.3775367389783
2.99333546E9	167.63326616596447
2.9935040225E9	162.77117572692794
2.9935902425E9	187.4
2.993679866E9	165.95620437956205
2.9938673145E9	162.06603773584905
2.994003041E9	158.38059701492537
2.994087277E9	165.0638731596829
2.994162061E9	165.94858611825194
2.9942162495E9	166.8736111111111
2.99434886E9	167.58095238095237
2.994494888E9	158.23497267759564
2.994620928E9	164.675
2.9947747325E9	166.15801886792454
2.9949245285E9	160.35599078341014
2.995013772E9	0.0
2.9950591165E9	158.1286307053942
2.995110684E9	162.11921097770156
2.995149141E9	162.67857142857142
2.9952072975E9	131.66666666666666
2.995282718E9	141.42142857142858
2.9953872025E9	162.88268733850128
2.995549431E9	165.04056291390728
2.9957311045E9	146.07222222222222
2.995899982E9	168.1172391017173
2.99913101E9	2929.5888710968775
3.0064054775E9	166.0999250048384
3.0146535035E9	670.764505834164
3.0229015295E9	167.31295647288584
3.0311495555E9	674.2548386627695
3.0393975815E9	797.5131621328804
3.0476456075E9	923.8287980502936
3.0558936335E9	2129.7400422189153
3.0641416595E9	167.54278516325542
3.0723896855E9	167.70260295260294
3.0806377115E9	165.4961894159959
3.0888857375E9	2222.4795497780597
3.0971337635E9	167.87020535354773
3.1053817895E9	896.0785024486247
3.1136298155E9	168.2041730128374
3.1218778415E9	166.42632139781335
3.1301258675E9	168.48183678261162
3.1383738935E9	166.24616250703696
3.1466219195E9	168.2116492816905
3.1513836915E9	168.15676906590463
3.1555077045E9	163.41016971625564
3.1631179715E9	24957.243196004994
3.1713659975E9	122.35211267605634
3.1796140235E9	130.3181818181818
3.1878620495E9	0.0
3.1961100755E9	0.0
3.2043581015E9	0.0
3.20886549E9	163.32490675507665
3.2092674855E9	0.0
3.209519677E9	170.10651074589128
3.209892578E9	168.5547703180212
3.2101846785E9	167.26633416458853
3.2105124185E9	167.7550482879719
3.2107704875E9	167.69958847736626
3.2109366555E9	166.82133090246126
3.2111129705E9	161.93987341772151
3.211276395E9	171.71428571428572
3.211417082E9	164.04819277108433
3.2117631015E9	165.84830575256106
3.2120996225E9	165.80213903743316
3.2123906835E9	167.992700729927
3.212785749E9	165.7766037735849
3.213056867E9	167.78419679463286
3.213403592E9	166.66418703506906
3.2137350435E9	159.98076923076923
3.2140934165E9	167.30334394904457
3.214431141E9	164.08792650918636
3.214684071E9	168.1079027355623
