#Position (bp)	mapping quality
2.9273955645E9	0.8174374053553355
2.9283065605E9	0.10442855999010052
2.928675888E9	0.21837474510988597
2.928905799E9	0.4832691780920664
2.929078094E9	8.746827116545427
2.929177585E9	0.8039075344407279
2.929312155E9	2.283362657293805
2.929457484E9	10.74265495363592
2.929658268E9	0.3685839317231208
2.929885578E9	4.1548123755250135
2.9300671115E9	0.5660562546340995
2.9302185265E9	10.79663960200873
2.9303547775E9	1.041463333110502
2.930518526E9	6.7968548812382386
2.930682299E9	0.22812460964685308
2.9307971655E9	2.1807177246621303
2.930854517E9	0.022635664701052473
2.93107383E9	0.5911506789993978
2.9313517695E9	4.5152356116794445
2.9315308925E9	0.009059394346100756
2.9317028365E9	1.9353594880324123
2.9318023465E9	0.0
2.9319408055E9	0.3485401622736158
2.9325515445E9	0.5742367174937362
2.9331095955E9	2.6196447692324676
2.9332331755E9	8.56720169045921
2.933321893E9	1.785641148562213
2.93344294E9	0.0476957796632008
2.933566615E9	25.874734725790237
2.933681945E9	3.7120215722422474
2.9338372665E9	2.153398764085787
2.934009815E9	1.8778308490488347
2.93414774E9	0.18655646528984493
2.934243411E9	1.116023106909021
2.9343431015E9	0.10252489587077404
2.9345144045E9	2.4698456498203534
2.9347374925E9	5.379793072054928
2.934982691E9	8.880573283036014
2.9352665915E9	2.055101072570535
2.93544909E9	4.963650226911149
2.9355482175E9	1.5555890434551163
2.935678085E9	0.3110998023399046
2.935901925E9	0.6484819118220055
2.9361164625E9	1.6343900127103126
2.936242911E9	0.0
2.9363673145E9	0.0
2.936522572E9	0.0
2.936686298E9	0.06630003500991948
2.936850338E9	0.0
2.937037971E9	0.0
2.9372448465E9	0.0
2.9374273685E9	0.0
2.9375904835E9	0.0
2.937768082E9	0.0
2.9379456715E9	0.0
2.9381121175E9	0.006708732943316609
2.9383003025E9	13.454319877777547
2.9384879905E9	0.27241968519084314
2.9386500475E9	0.10406401715476635
2.938920769E9	0.45752863048044995
2.9396822515E9	0.003982254640858293
2.940319939E9	1.9990056849920679
2.94246535E9	2.5309454589972264
2.9448629825E9	1.5457415060374267
2.945276117E9	0.21337716787429736
2.945440031E9	9.037995875288123
2.945667854E9	6.393045208682985
2.945880553E9	2.5814646431064863
2.946041221E9	5.667597269210917
2.946434708E9	9.08907682474317
2.9468190745E9	0.07898921649735241
2.9494979735E9	0.0
2.952147541E9	1.929539206702448
2.952294951E9	0.8727451817593818
2.9525364005E9	3.7227510446842875
2.9527433355E9	0.0
2.9527903395E9	0.0
2.9535019345E9	1.7603358930225383
2.954297591E9	0.244030485167564
2.9544634765E9	0.18197856119551958
2.9549070915E9	0.062296626824317795
2.955308858E9	0.0
2.955482869E9	14.303177271271334
2.9557224705E9	0.019770523399385655
2.9559104E9	1.9299790263581678
2.9560879905E9	0.0
2.9562757145E9	0.0
2.956432736E9	0.08479470228207672
2.956579642E9	0.0
2.956763995E9	0.0
2.9570041095E9	0.0
2.957239189E9	3.3015099665525973
2.9574278325E9	0.0
2.9576057785E9	7.012759096365037
2.957966948E9	0.8041608822539318
2.959643091E9	0.45844547647207873
2.9619454965E9	0.6838801189193006
2.9629642995E9	4.372498537621914
2.9631882465E9	1.101023847748396
2.9638297045E9	0.0
2.964449908E9	0.012209964337232876
2.964631061E9	0.01769136451217376
2.964824549E9	0.028219709420813886
2.9650100095E9	0.0
2.9652029495E9	0.02231515811051919
2.965396084E9	0.0
2.965570043E9	0.0
2.9657404625E9	0.018514782481109236
2.967555776E9	2.4726323629980524
2.9698945975E9	2.3876065219392126
2.971045755E9	0.0
2.971690351E9	3.825396484643836
2.974202933E9	0.9882573737246971
2.977077113E9	0.0
2.977610308E9	0.0
2.9777653145E9	8.52967241804437
2.9801505935E9	1.3955463605093321
2.982955129E9	0.0
2.983539274E9	7.016207078602469
2.984703745E9	0.03338714205981991
2.9871683795E9	0.9558738082383521
2.9890448965E9	2.7230890534502556
2.9895768225E9	31.967380782949608
2.990013438E9	0.16125804977119132
2.9909450775E9	0.4878422198442476
2.991486762E9	54.552030131367985
2.9914961835E9	0.0
2.991498403E9	36.0
2.9915004565E9	24.0
2.9915021635E9	0.0
2.9915136375E9	10.5
2.9915265835E9	24.2
2.991529392E9	0.0
2.9915307145E9	0.0
2.9915325745E9	0.0
2.9915342115E9	0.0
2.99154091E9	26.5
2.9915659545E9	0.0
2.991585389E9	0.0
2.9915873015E9	0.0
2.991589869E9	27.666666666666668
2.991591628E9	21.508684863523573
2.991593215E9	0.0
2.991595448E9	19.0
2.9915976785E9	0.0
2.99159977E9	0.0
2.991601514E9	0.0
2.991602727E9	49.0
2.9916041595E9	0.0
2.991605782E9	0.0
2.991802493E9	46.49715902414788
2.99199914E9	39.74371280476099
2.9920006435E9	35.1
2.9920034905E9	42.068690304854115
2.992051942E9	40.2550327342275
2.992154686E9	29.564492098717807
2.992212966E9	60.0
2.992216201E9	42.50468262226847
2.9922185675E9	56.714285714285715
2.9922208195E9	48.70169293636894
2.992222888E9	31.28968253968254
2.9922245135E9	52.60652591170825
2.992236508E9	36.47836908853858
2.9923169155E9	43.13514097051044
2.9923888155E9	44.42664670658683
2.992395716E9	60.0
2.99240296E9	42.05162804341449
2.992408817E9	48.688955672426744
2.99241312E9	36.09894155545329
2.992415696E9	47.0
2.992418137E9	0.0
2.9924207125E9	25.0
2.992422293E9	30.624313186813186
2.992468444E9	31.894415049970604
2.9925146995E9	12.333333333333334
2.9925161E9	0.0
2.9925175995E9	32.0
2.992519784E9	41.16381236038719
2.992522045E9	55.08540218470705
2.9925263445E9	0.0
2.992545384E9	5.537937166567872
2.9925831375E9	18.949336938328827
2.992607717E9	48.61951219512195
2.992612316E9	49.26086956521739
2.9926178245E9	4.517571884984026
2.9926241555E9	49.11538461538461
2.992628755E9	38.7465483234714
2.9926331735E9	45.308939765603704
2.9926368975E9	29.737136794954914
2.9926382435E9	0.0
2.9926394475E9	0.0
2.992641481E9	18.027393617021275
2.9926433545E9	0.0
2.9926445925E9	0.0
2.9926460205E9	0.0
2.9926472475E9	21.44618215271389
2.992648321E9	17.63268892794376
2.992649783E9	43.666666666666664
2.992652112E9	9.0
2.9926553045E9	0.0
2.9926612295E9	0.0
2.9926659135E9	0.0
2.99266696E9	0.0
2.9926681315E9	0.0
2.992669974E9	0.0
2.992671936E9	0.0
2.992673276E9	0.0
2.9926747875E9	0.0
2.9926763355E9	0.0
2.9926774285E9	0.0
2.9926788075E9	0.0
2.9926804435E9	6.0
2.9926820605E9	0.0
2.9926835895E9	0.0
2.9926850725E9	0.0
2.992686387E9	0.0
2.9926878375E9	0.0
2.9926892975E9	0.0
2.9926919E9	0.0
2.9926945755E9	0.0
2.9926964715E9	0.0
2.9926986245E9	0.0
2.992700175E9	0.0
2.9927020895E9	0.0
2.992704681E9	0.0
2.9927100795E9	41.233627963037364
2.9927178965E9	47.85852713178294
2.9928131655E9	0.0
2.9929942125E9	47.66160514838847
2.9931647125E9	3.4850416815707725
2.99333546E9	37.43681171849752
2.9935040225E9	5.407492414222361
2.9935902425E9	0.060665215106239206
2.993679866E9	9.688119797321752
2.9938673145E9	26.23013577424016
2.994003041E9	14.524718937071105
2.994087277E9	16.89548558303135
2.994162061E9	8.038883335610578
2.9942162495E9	31.993702229565102
2.99434886E9	35.41715001933411
2.994494888E9	1.5999906790324836
2.994620928E9	33.72277720244744
2.9947747325E9	20.004989505175992
2.9949245285E9	9.696995034603411
2.995013772E9	1.4
2.9950591165E9	18.244182447452093
2.995110684E9	10.4985969997379
2.995149141E9	17.801675720467728
2.9952072975E9	21.346161677866014
